"Relative Time (Process)","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MIN","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MAX"
"74250.522900796","71.119","71.119","71.119"
"74265.522767873","70.453","70.453","70.453"
"74280.523412373","70.497","70.497","70.497"
"74295.523129642","70.298","70.298","70.298"
"74310.52219775","70.289","70.289","70.289"
"74325.522928627","420.526","420.526","420.526"
"74340.524040517","419.922","419.922","419.922"
"74355.522442264","418.226","418.226","418.226"
"74370.523366344","420.981","420.981","420.981"
"74385.523517712","425.963","425.963","425.963"
"74400.524284422","422.605","422.605","422.605"
"74415.523378175","427.052","427.052","427.052"
"74430.523243882","427.206","427.206","427.206"
"74445.525255552","424.781","424.781","424.781"
"74460.523697369","427.116","427.116","427.116"
"74475.523443214","429.43","429.43","429.43"
"74490.523496795","425.839","425.839","425.839"
"74505.522982674","433.261","433.261","433.261"
"74520.523224149","430.157","430.157","430.157"
"74535.522773638","423.844","423.844","423.844"
"74550.52552849","428.981","428.981","428.981"
"74565.522462901","430.012","430.012","430.012"
"74580.523650011","425.55","425.55","425.55"
"74595.52326338","430.433","430.433","430.433"
"74610.524192866","430.437","430.437","430.437"
"74625.523181497","426.729","426.729","426.729"
"74640.523051714","431.056","431.056","431.056"
"74655.522857194","429.466","429.466","429.466"
"74670.522935644","433.538","433.538","433.538"
"74685.522695949","435.267","435.267","435.267"
"74700.523379113","429.621","429.621","429.621"
"74715.52312039","431.999","431.999","431.999"
"74730.523211818","427.151","427.151","427.151"
"74745.524254627","430.25","430.25","430.25"
"74760.522650493","431.311","431.311","431.311"
"74775.523921202","424.622","424.622","424.622"
"74790.522424702","427.446","427.446","427.446"
"74805.523375959","431.491","431.491","431.491"
"74820.523046686","422.738","422.738","422.738"
"74835.522888206","428.368","428.368","428.368"
"74850.523620206","432.082","432.082","432.082"
"74865.523284546","426.811","426.811","426.811"
"74880.524382806","431.102","431.102","431.102"
"74895.523540585","432.357","432.357","432.357"
"74910.524687285","434.341","434.341","434.341"
"74925.523399317","428.475","428.475","428.475"
"74940.523006166","429.55","429.55","429.55"
"74955.523191759","432.479","432.479","432.479"
"74970.522694508","428.37","428.37","428.37"
"74985.523325502","430.379","430.379","430.379"
"75000.52327767","430.836","430.836","430.836"
"75015.526217788","426.831","426.831","426.831"
"75030.523160533","430.747","430.747","430.747"
"75045.523332441","430.978","430.978","430.978"
"75060.524199741","425.895","425.895","425.895"
"75075.524268036","430.489","430.489","430.489"
"75090.522916796","432.402","432.402","432.402"
"75105.524599333","423.588","423.588","423.588"
"75120.523276902","428.79","428.79","428.79"
"75135.523444054","431.051","431.051","431.051"
"75150.52255102","422.607","422.607","422.607"
"75165.523179672","435.125","435.125","435.125"
"75180.524603079","430.722","430.722","430.722"
"75195.523696299","432.488","432.488","432.488"
"75210.522964802","436.182","436.182","436.182"
"75225.523391982","426.468","426.468","426.468"
"75240.523563498","430.374","430.374","430.374"
"75255.523610279","431.78","431.78","431.78"
"75270.523456383","429.352","429.352","429.352"
"75285.523750935","431.527","431.527","431.527"
"75300.52402579","425.35","425.35","425.35"
"75315.52361639","428.176","428.176","428.176"
"75330.523226138","430.415","430.415","430.415"
"75345.523344759","425.178","425.178","425.178"
"75360.523679965","429.303","429.303","429.303"
"75375.524481301","430.993","430.993","430.993"
"75390.523210572","426.996","426.996","426.996"
"75405.522970799","433.228","433.228","433.228"
"75420.523374809","431.963","431.963","431.963"
"75435.522882639","427.329","427.329","427.329"
"75450.523633427","430.297","430.297","430.297"
"75465.523566234","429.737","429.737","429.737"
"75480.523420441","432.249","432.249","432.249"
"75495.523190961","433.502","433.502","433.502"
"75510.524733677","431.784","431.784","431.784"
"75525.523712052","430.886","430.886","430.886"
"75540.523488481","425.974","425.974","425.974"
"75555.523758286","429.9","429.9","429.9"
"75570.523481416","431.5","431.5","431.5"
"75585.522817266","427.457","427.457","427.457"
"75600.523381288","429.98","429.98","429.98"
"75615.523366553","431.592","431.592","431.592"
"75630.523573964","425.818","425.818","425.818"
"75645.523288209","431.316","431.316","431.316"
"75660.523560085","431.111","431.111","431.111"
"75675.523929335","425.439","425.439","425.439"
"75690.523559459","431.475","431.475","431.475"
"75705.523051553","431.898","431.898","431.898"
"75720.523550176","433.197","433.197","433.197"
"75735.522738578","429.194","429.194","429.194"
"75750.523710296","428.948","428.948","428.948"
"75765.523467515","431.657","431.657","431.657"
"75780.523657307","430.088","430.088","430.088"
"75795.523092076","430.086","430.086","430.086"
"75810.522564218","431.046","431.046","431.046"
"75825.522963581","426.814","426.814","426.814"
"75840.523210891","430.868","430.868","430.868"
"75855.523336599","431.839","431.839","431.839"
"75870.522848907","424.756","424.756","424.756"
"75885.523360552","427.807","427.807","427.807"
"75900.523359795","431.903","431.903","431.903"
"75915.523335252","426.059","426.059","426.059"
"75930.524483443","428.497","428.497","428.497"
"75945.524321687","431.753","431.753","431.753"
"75960.523448883","424.024","424.024","424.024"
"75975.5231219","439.467","439.467","439.467"
"75990.522856306","431.306","431.306","431.306"
"76005.523102422","432.795","432.795","432.795"
"76020.522928181","434.466","434.466","434.466"
"76035.522801629","429.254","429.254","429.254"
"76050.523424235","430.917","430.917","430.917"
"76065.523383077","428.522","428.522","428.522"
"76080.523204855","426.362","426.362","426.362"
"76095.523564121","431.295","431.295","431.295"
"76110.523327404","425.013","425.013","425.013"
"76125.52326212","425.257","425.257","425.257"
"76140.523399288","430.765","430.765","430.765"
"76155.523454914","426.304","426.304","426.304"
"76170.523501981","437.339","437.339","437.339"
"76185.523367588","431.521","431.521","431.521"
"76200.523695101","426.682","426.682","426.682"
"76215.522653265","429.098","429.098","429.098"
"76230.523735739","431.893","431.893","431.893"
"76245.52241164","430.877","430.877","430.877"
"76260.523217922","436.965","436.965","436.965"
"76275.523583733","427.487","427.487","427.487"
"76290.52384258","431.538","431.538","431.538"
"76305.523449617","428.763","428.763","428.763"
"76320.524084302","431.516","431.516","431.516"
"76335.524127646","431.968","431.968","431.968"
"76350.522837869","426.222","426.222","426.222"
"76365.523999176","431.81","431.81","431.81"
"76380.522807906","431.452","431.452","431.452"
"76395.524806333","428.719","428.719","428.719"
"76410.523885526","430.905","430.905","430.905"
"76425.52355938","431.438","431.438","431.438"
"76440.523744364","424.443","424.443","424.443"
"76455.523245304","431.129","431.129","431.129"
"76470.52357164","431.728","431.728","431.728"
"76485.523033421","424.481","424.481","424.481"
"76500.523472601","432.693","432.693","432.693"
"76515.523146562","432.168","432.168","432.168"
"76530.523182924","432.763","432.763","432.763"
"76545.524913763","435.285","435.285","435.285"
"76560.523358568","430.108","430.108","430.108"
"76575.523183791","430.35","430.35","430.35"
"76590.522941257","429.22","429.22","429.22"
"76605.52276497","432.109","432.109","432.109"
"76620.522918502","431.569","431.569","431.569"
"76635.523083689","428.175","428.175","428.175"
"76650.524460393","427.674","427.674","427.674"
"76665.523387064","432.204","432.204","432.204"
"76680.523237164","427.695","427.695","427.695"
"76695.523415011","430.991","430.991","430.991"
"76710.523624684","432.599","432.599","432.599"
"76725.52329926","427.574","427.574","427.574"
"76740.524677837","435.131","435.131","435.131"
"76755.522824011","432.613","432.613","432.613"
"76770.523327122","432.452","432.452","432.452"
"76785.523678467","436.49","436.49","436.49"
"76800.523550523","429.261","429.261","429.261"
"76815.523916772","431.169","431.169","431.169"
"76830.5224458","429.089","429.089","429.089"
"76845.522717664","431.376","431.376","431.376"
"76860.523609563","431.227","431.227","431.227"
"76875.525334173","426.572","426.572","426.572"
"76890.522682992","428.424","428.424","428.424"
"76905.524162536","431.467","431.467","431.467"
"76920.523050325","425.387","425.387","425.387"
"76935.523050234","431.833","431.833","431.833"
"76950.522822129","431.644","431.644","431.644"
"76965.522533473","428.305","428.305","428.305"
"76980.525873511","432.59","432.59","432.59"
"76995.523462433","431.471","431.471","431.471"
"77010.523618516","425.158","425.158","425.158"
"77025.523415346","437.467","437.467","437.467"
"77040.523413237","429.726","429.726","429.726"
"77055.522735467","431.68","431.68","431.68"
"77070.524030614","434.715","434.715","434.715"
"77085.523452637","428.849","428.849","428.849"
"77100.523358682","431.33","431.33","431.33"
"77115.52314052","430.933","430.933","430.933"
"77130.522510331","432.267","432.267","432.267"
"77145.522442722","431.211","431.211","431.211"
"77160.523149524","427.653","427.653","427.653"
"77175.522591159","430.588","430.588","430.588"
"77190.523352747","431.5","431.5","431.5"
"77205.522735537","427.263","427.263","427.263"
"77220.524818893","429.015","429.015","429.015"
"77235.525607385","431.945","431.945","431.945"
"77250.523093414","427.338","427.338","427.338"
"77265.523174883","441.442","441.442","441.442"
"77280.524052504","430.618","430.618","430.618"
"77295.523369861","430.659","430.659","430.659"
"77310.52556233","431.679","431.679","431.679"
"77325.523232828","427.101","427.101","427.101"
"77340.523537593","431.174","431.174","431.174"
"77355.52324362","431.639","431.639","431.639"
"77370.523449391","429.295","429.295","429.295"
"77385.523555706","431.653","431.653","431.653"
"77400.524336235","428.201","428.201","428.201"
"77415.523048956","430.365","430.365","430.365"
"77430.528176301","431.102","431.102","431.102"
"77445.525099695","425.545","425.545","425.545"
"77460.523943758","430.38","430.38","430.38"
"77475.52487518","432.185","432.185","432.185"
"77490.523331235","429.139","429.139","429.139"
"77505.523511503","431.557","431.557","431.557"
"77520.523249921","432.331","432.331","432.331"
"77535.523267425","428.14","428.14","428.14"
"77550.522535488","437.735","437.735","437.735"
"77565.523875744","431.889","431.889","431.889"
"77580.523228989","434.164","434.164","434.164"
"77595.524792896","431.905","431.905","431.905"
"77610.525553843","430.364","430.364","430.364"
"77625.5235902","431.185","431.185","431.185"
"77640.52296748","428.875","428.875","428.875"
"77655.522719052","432.093","432.093","432.093"
"77670.52326723","431.513","431.513","431.513"
"77685.523709928","427.056","427.056","427.056"
"77700.523027099","426.257","426.257","426.257"
"77715.523427842","431.807","431.807","431.807"
"77730.523993571","426.531","426.531","426.531"
"77745.522674003","437.591","437.591","437.591"
"77760.523126834","431.928","431.928","431.928"
"77775.52326084","426.352","426.352","426.352"
"77790.524504804","431.928","431.928","431.928"
"77805.525513314","432.413","432.413","432.413"
"77820.522828569","429.536","429.536","429.536"
"77835.523020177","434.705","434.705","434.705"
"77850.524379155","427.842","427.842","427.842"
"77865.523469894","431.726","431.726","431.726"
"77880.522997218","430.635","430.635","430.635"
"77895.523098124","430.202","430.202","430.202"
"77910.523463769","430.961","430.961","430.961"
"77925.524104917","424.303","424.303","424.303"
"77940.523631431","430.918","430.918","430.918"
"77955.523544547","431.032","431.032","431.032"
"77970.523204573","427.418","427.418","427.418"
"77985.523915804","429.255","429.255","429.255"
"78000.523424247","432.11","432.11","432.11"
"78015.523919173","427.632","427.632","427.632"
"78030.523816216","428.389","428.389","428.389"
"78045.523140926","431.932","431.932","431.932"
"78060.523846221","425.216","425.216","425.216"
"78075.522842146","440.729","440.729","440.729"
"78090.523596284","431.085","431.085","431.085"
"78105.523704628","432.972","432.972","432.972"
"78120.522703124","431.005","431.005","431.005"
"78135.524381297","427","427","427"
"78150.523275505","431.315","431.315","431.315"
"78165.524149294","431.767","431.767","431.767"
"78180.523950558","428.84","428.84","428.84"
"78195.52338255","431.349","431.349","431.349"
"78210.522722994","427.272","427.272","427.272"
"78225.523726019","429.845","429.845","429.845"
"78240.523659192","431.954","431.954","431.954"
"78255.523314354","424.893","424.893","424.893"
"78270.524925711","432.32","432.32","432.32"
"78285.525248163","431.357","431.357","431.357"
"78300.523677786","426.211","426.211","426.211"
"78315.523117645","433.05","433.05","433.05"
"78330.52351806","430.918","430.918","430.918"
"78345.523758452","426.927","426.927","426.927"
"78360.5228132","429.202","429.202","429.202"
"78375.523039169","430.353","430.353","430.353"
"78390.522715438","431.979","431.979","431.979"
"78405.523619614","427.903","427.903","427.903"
"78420.522635203","426.191","426.191","426.191"
"78435.522591972","430.258","430.258","430.258"
"78450.523446965","425.141","425.141","425.141"
"78465.523588006","426.672","426.672","426.672"
"78480.523103742","431.796","431.796","431.796"
"78495.522697834","427.136","427.136","427.136"
"78510.522792212","427.236","427.236","427.236"
"78525.523249155","431.849","431.849","431.849"
"78540.52374536","423.458","423.458","423.458"
"78555.52289823","426.821","426.821","426.821"
"78570.522512758","432.936","432.936","432.936"
"78585.522907789","423.144","423.144","423.144"
"78600.524610155","437.057","437.057","437.057"
"78615.52421409","431.009","431.009","431.009"
"78630.523821967","432.343","432.343","432.343"
"78645.523067364","433.774","433.774","433.774"
"78660.523781268","428.173","428.173","428.173"
"78675.523731847","431.691","431.691","431.691"
"78690.522867081","431.236","431.236","431.236"
"78705.523387556","429.795","429.795","429.795"
"78720.522857437","432.215","432.215","432.215"
"78735.524375283","428.208","428.208","428.208"
"78750.525022834","427.473","427.473","427.473"
"78765.524964114","431.936","431.936","431.936"
"78780.523437609","428.303","428.303","428.303"
"78795.523891837","429.002","429.002","429.002"
"78810.524309589","430.627","430.627","430.627"
"78825.522415151","428.493","428.493","428.493"
"78840.523614767","432.658","432.658","432.658"
"78855.523040063","82.196","82.196","82.196"
"78870.523276318","78.999","78.999","78.999"
"78885.523169989","77.251","77.251","77.251"
"78900.523246677","75.278","75.278","75.278"
"78915.522990791","73.971","73.971","73.971"
"78930.522664342","73.002","73.002","73.002"
"78945.523339585","71.097","71.097","71.097"
"78960.523190869","70.576","70.576","70.576"
"78975.523192297","430.053","430.053","430.053"
"78990.523571301","424.926","424.926","424.926"
"79005.523526776","422.201","422.201","422.201"
"79020.525989331","430.899","430.899","430.899"
"79035.523322912","428.715","428.715","428.715"
"79050.523465386","428.984","428.984","428.984"
"79065.525356947","428.359","428.359","428.359"
"79080.523476913","428.21","428.21","428.21"
"79095.523359451","430.582","430.582","430.582"
"79110.523411327","436.524","436.524","436.524"
"79125.524633755","427.832","427.832","427.832"
"79140.522694615","430.827","430.827","430.827"
"79155.523681128","424.481","424.481","424.481"
"79170.522948287","429.883","429.883","429.883"
"79185.52364513","430.785","430.785","430.785"
"79200.523015552","427.609","427.609","427.609"
"79215.523701216","427.944","427.944","427.944"
"79230.522958791","430.963","430.963","430.963"
"79245.52326002","428.419","428.419","428.419"
"79260.523232098","428.535","428.535","428.535"
"79275.523429219","431.709","431.709","431.709"
"79290.523488612","428.557","428.557","428.557"
"79305.523023508","431.87","431.87","431.87"
"79320.523551239","431.272","431.272","431.272"
"79335.523237384","427.89","427.89","427.89"
"79350.523259551","434.197","434.197","434.197"
"79365.52397302","431.363","431.363","431.363"
"79380.523214156","433.467","433.467","433.467"
"79395.52292749","439.215","439.215","439.215"
"79410.523216772","432.333","432.333","432.333"
"79425.523765055","430.877","430.877","430.877"
"79440.524241142","425.462","425.462","425.462"
"79455.522477286","429.885","429.885","429.885"
"79470.524439739","431.668","431.668","431.668"
"79485.523356159","428.32","428.32","428.32"
"79500.522936584","424.661","424.661","424.661"
"79515.523384003","431.743","431.743","431.743"
"79530.523766617","422.708","422.708","422.708"
"79545.524662375","427.073","427.073","427.073"
"79560.523369617","432.575","432.575","432.575"
"79575.523564376","426.103","426.103","426.103"
"79590.523443826","431.281","431.281","431.281"
"79605.52467919","431.848","431.848","431.848"
"79620.52354837","433.338","433.338","433.338"
"79635.522847479","429.88","429.88","429.88"
"79650.524803485","429.473","429.473","429.473"
"79665.523463232","431.444","431.444","431.444"
"79680.522908246","431.806","431.806","431.806"
"79695.524613256","429.513","429.513","429.513"
"79710.523722279","431.855","431.855","431.855"
"79725.523502198","426.33","426.33","426.33"
"79740.523193195","431.14","431.14","431.14"
"79755.523537251","432","432","432"
"79770.522495706","427.208","427.208","427.208"
"79785.522496034","435.687","435.687","435.687"
"79800.523495314","430.41","430.41","430.41"
"79815.523135949","422.48","422.48","422.48"
"79830.523699655","426.277","426.277","426.277"
"79845.52362814","432.057","432.057","432.057"
"79860.523237512","423.548","423.548","423.548"
"79875.522676917","435.769","435.769","435.769"
"79890.523547764","432.165","432.165","432.165"
"79905.523676796","432.376","432.376","432.376"
"79920.523775716","432.047","432.047","432.047"
"79935.52473743","426.632","426.632","426.632"
"79950.523554962","431.59","431.59","431.59"
"79965.523601057","426.639","426.639","426.639"
"79980.523181414","426.851","426.851","426.851"
"79995.522633566","431.278","431.278","431.278"
"80010.523874617","426.49","426.49","426.49"
"80025.523219467","433.641","433.641","433.641"
"80040.523168876","431.322","431.322","431.322"
"80055.523551622","425.848","425.848","425.848"
"80070.522342363","429.963","429.963","429.963"
"80085.523220251","431.212","431.212","431.212"
"80100.523490783","425.612","425.612","425.612"
"80115.523414438","429.047","429.047","429.047"
"80130.524066208","431.761","431.761","431.761"
"80145.523143831","426.508","426.508","426.508"
"80160.522589435","435.936","435.936","435.936"
"80175.523649219","429.904","429.904","429.904"
"80190.523776964","431.831","431.831","431.831"
"80205.523352864","431.319","431.319","431.319"
"80220.52350733","429.578","429.578","429.578"
"80235.523159518","431.766","431.766","431.766"
"80250.523077363","426.16","426.16","426.16"
"80265.522387198","428.225","428.225","428.225"
"80280.523933688","431.266","431.266","431.266"
"80295.523083963","427.427","427.427","427.427"
"80310.524565644","428.234","428.234","428.234"
"80325.524853716","432.356","432.356","432.356"
"80340.522764772","424.014","424.014","424.014"
"80355.523289407","425.155","425.155","425.155"
"80370.52371107","431.817","431.817","431.817"
"80385.522486612","423.096","423.096","423.096"
"80400.523007005","434.804","434.804","434.804"
"80415.523927867","431.826","431.826","431.826"
"80430.524114158","432.58","432.58","432.58"
"80445.523448655","436.589","436.589","436.589"
"80460.524163218","429.539","429.539","429.539"
"80475.52561205","431.061","431.061","431.061"
"80490.523460283","426.425","426.425","426.425"
"80505.523395783","429.778","429.778","429.778"
"80520.524468599","431.924","431.924","431.924"
"80535.524071827","427.669","427.669","427.669"
"80550.5231607","430.8","430.8","430.8"
"80565.523244918","432.135","432.135","432.135"
"80580.523689927","429.382","429.382","429.382"
"80595.523140605","429.553","429.553","429.553"
"80610.523832488","431.694","431.694","431.694"
"80625.52344313","434.153","434.153","434.153"
"80640.522379076","431.65","431.65","431.65"
"80655.523965247","427.665","427.665","427.665"
"80670.523807565","432.115","432.115","432.115"
"80685.523947918","425.146","425.146","425.146"
"80700.524535916","428.205","428.205","428.205"
"80715.523188349","431.173","431.173","431.173"
"80730.522515462","424.218","424.218","424.218"
"80745.523323711","430.566","430.566","430.566"
"80760.522995436","432.032","432.032","432.032"
"80775.523394675","428.534","428.534","428.534"
"80790.523070969","438.878","438.878","438.878"
"80805.523318538","432.213","432.213","432.213"
"80820.522813066","426.872","426.872","426.872"
"80835.523321135","433.295","433.295","433.295"
"80850.52247956","432.01","432.01","432.01"
"80865.523996369","434.006","434.006","434.006"
"80880.522609132","431.076","431.076","431.076"
"80895.524632002","430.092","430.092","430.092"
"80910.523432901","431.635","431.635","431.635"
"80925.524061924","432.016","432.016","432.016"
"80940.523200746","431.516","431.516","431.516"
"80955.523252267","431.621","431.621","431.621"
"80970.524213666","426.705","426.705","426.705"
"80985.523540819","428.693","428.693","428.693"
"81000.523437056","430.852","430.852","430.852"
"81015.523294348","425.427","425.427","425.427"
"81030.52524596","430.227","430.227","430.227"
"81045.52348291","431.218","431.218","431.218"
"81060.523155155","426.257","426.257","426.257"
"81075.523732764","436.445","436.445","436.445"
"81090.523375108","431.938","431.938","431.938"
"81105.522998919","425.958","425.958","425.958"
"81120.522738492","436.198","436.198","436.198"
"81135.523620651","431.51","431.51","431.51"
"81150.522593173","433.523","433.523","433.523"
"81165.522917405","433.446","433.446","433.446"
"81180.523614835","427.305","427.305","427.305"
"81195.523775413","431.399","431.399","431.399"
"81210.526228194","424.044","424.044","424.044"
"81225.523019905","427.919","427.919","427.919"
"81240.52320876","430.694","430.694","430.694"
"81255.523118228","426.344","426.344","426.344"
"81270.524715112","431.297","431.297","431.297"
"81285.524239812","431.515","431.515","431.515"
"81300.523942792","427.341","427.341","427.341"
"81315.523406704","439.323","439.323","439.323"
"81330.523416005","431.447","431.447","431.447"
"81345.524747947","426.543","426.543","426.543"
"81360.523670709","434.475","434.475","434.475"
"81375.52332537","431.929","431.929","431.929"
"81390.522841454","431.289","431.289","431.289"
"81405.523483928","431.119","431.119","431.119"
"81420.52391372","426.736","426.736","426.736"
"81435.523925711","430.72","430.72","430.72"
"81450.523795124","430.168","430.168","430.168"
"81465.523247612","431.704","431.704","431.704"
"81480.523493371","432.806","432.806","432.806"
"81495.522951927","426.004","426.004","426.004"
"81510.52343459","427.319","427.319","427.319"
"81525.523073596","432.934","432.934","432.934"
"81540.522613605","425.167","425.167","425.167"
"81555.524336704","429.984","429.984","429.984"
"81570.523856057","431.396","431.396","431.396"
"81585.523816375","426.552","426.552","426.552"
"81600.524894586","428.298","428.298","428.298"
"81615.523649972","431.026","431.026","431.026"
"81630.522883878","424.077","424.077","424.077"
"81645.5231158","442.346","442.346","442.346"
"81660.523150308","432.156","432.156","432.156"
"81675.52335166","433.205","433.205","433.205"
"81690.522635678","434.095","434.095","434.095"
"81705.524541872","429.402","429.402","429.402"
"81720.523630177","431.604","431.604","431.604"
"81735.523451569","428.011","428.011","428.011"
"81750.523622212","433.96","433.96","433.96"
"81765.523343839","431.374","431.374","431.374"
"81780.522574638","426.117","426.117","426.117"
"81795.523153928","430.865","430.865","430.865"
"81810.522466292","431.867","431.867","431.867"
"81825.523453263","426.576","426.576","426.576"
"81840.522702425","432.141","432.141","432.141"
"81855.523591302","431.591","431.591","431.591"
"81870.522558421","426.995","426.995","426.995"
"81885.522529793","437.679","437.679","437.679"
"81900.523803256","432.515","432.515","432.515"
"81915.525553303","431.624","431.624","431.624"
"81930.52328339","432.065","432.065","432.065"
"81945.523430708","427.008","427.008","427.008"
"81960.523559234","431.228","431.228","431.228"
"81975.523303933","434.647","434.647","434.647"
"81990.523040855","430.014","430.014","430.014"
"82005.52342557","431.58","431.58","431.58"
"82020.522490832","426.3","426.3","426.3"
"82035.523209792","427.941","427.941","427.941"
"82050.524358523","432.9","432.9","432.9"
"82065.524001582","424.088","424.088","424.088"
"82080.523685017","434.361","434.361","434.361"
"82095.526051961","431.851","431.851","431.851"
"82110.523533671","426.077","426.077","426.077"
"82125.524141772","429.413","429.413","429.413"
"82140.522834476","431.475","431.475","431.475"
"82155.523373326","428.051","428.051","428.051"
"82170.523601524","431.342","431.342","431.342"
"82185.524133959","429.099","429.099","429.099"
"82200.52350904","430.741","430.741","430.741"
"82215.523844893","435.139","435.139","435.139"
"82230.523403693","429.101","429.101","429.101"
"82245.523254971","431.608","431.608","431.608"
"82260.522839643","425.779","425.779","425.779"
"82275.52337847","430.536","430.536","430.536"
"82290.52321409","431.469","431.469","431.469"
"82305.522709573","426.288","426.288","426.288"
"82320.525371526","431.145","431.145","431.145"
"82335.522585144","431.096","431.096","431.096"
"82350.522977615","426.736","426.736","426.736"
"82365.523983074","440.362","440.362","440.362"
"82380.523385358","430.663","430.663","430.663"
"82395.523211756","426.327","426.327","426.327"
"82410.522995172","432.588","432.588","432.588"
"82425.524464841","431.618","431.618","431.618"
"82440.522971385","433.671","433.671","433.671"
"82455.52325121","434.108","434.108","434.108"
"82470.523361776","431.728","431.728","431.728"
"82485.523072167","431.376","431.376","431.376"
"82500.523535205","428.895","428.895","428.895"
"82515.5235029","429.513","429.513","429.513"
"82530.523240371","431.632","431.632","431.632"
"82545.523178559","428.729","428.729","428.729"
"82560.524983871","435.675","435.675","435.675"
"82575.523311871","431.21","431.21","431.21"
"82590.52243434","423.614","423.614","423.614"
"82605.525018054","429.237","429.237","429.237"
"82620.524862823","431.159","431.159","431.159"
"82635.523672789","426.067","426.067","426.067"
"82650.522460201","429.084","429.084","429.084"
"82665.523586957","431.178","431.178","431.178"
"82680.5249934","425.6","425.6","425.6"
"82695.523422195","435.297","435.297","435.297"
"82710.523546387","429.627","429.627","429.627"
"82725.524127683","431.317","431.317","431.317"
"82740.523737143","432.107","432.107","432.107"
"82755.52270915","429.425","429.425","429.425"
"82770.522824589","430.705","430.705","430.705"
"82785.522579839","425.966","425.966","425.966"
"82800.52338063","431.092","431.092","431.092"
"82815.523858301","431.616","431.616","431.616"
"82830.525233424","425.676","425.676","425.676"
"82845.523744941","428.189","428.189","428.189"
"82860.522853393","431.967","431.967","431.967"
"82875.52381789","425.256","425.256","425.256"
"82890.523115813","438.768","438.768","438.768"
"82905.52325565","431.348","431.348","431.348"
"82920.523131554","426.89","426.89","426.89"
"82935.523328975","434.073","434.073","434.073"
"82950.523302635","431.883","431.883","431.883"
"82965.523701965","431.82","431.82","431.82"
"82980.523010499","430.451","430.451","430.451"
"82995.523520844","427.634","427.634","427.634"
"83010.522827697","431.208","431.208","431.208"
"83025.523249615","432.848","432.848","432.848"
"83040.524090026","431.867","431.867","431.867"
"83055.523224206","431.112","431.112","431.112"
"83070.523388199","425.861","425.861","425.861"
"83085.523456414","430.44","430.44","430.44"
"83100.523348771","431.224","431.224","431.224"
"83115.522579186","427.788","427.788","427.788"
"83130.522992942","426.737","426.737","426.737"
"83145.523681583","430.776","430.776","430.776"
"83160.523541986","426.898","426.898","426.898"
"83175.524603238","439.264","439.264","439.264"
"83190.524202231","431.005","431.005","431.005"
"83205.525109187","427.733","427.733","427.733"
"83220.523462668","429.854","429.854","429.854"
"83235.523483352","431.416","431.416","431.416"
"83250.523483267","432.104","432.104","432.104"
"83265.522986474","434.513","434.513","434.513"
"83280.523668461","432.081","432.081","432.081"
"83295.523618073","431.433","431.433","431.433"
"83310.523235769","424.475","424.475","424.475"
"83325.523107951","430.867","430.867","430.867"
"83340.523000642","431.431","431.431","431.431"
"83355.523630523","428.92","428.92","428.92"
"83370.523204552","429.221","429.221","429.221"
"83385.523971616","432.531","432.531","432.531"
"83400.522703872","425.083","425.083","425.083"
"83415.523421717","429.983","429.983","429.983"
"83430.523895199","432.646","432.646","432.646"
"83445.523194174","426.941","426.941","426.941"
"83460.523400935","440.305","440.305","440.305"
"83475.523557891","431.86","431.86","431.86"
"83490.522574958","86.005","86.005","86.005"
"83505.523069083","82.078","82.078","82.078"
"83520.523458724","79.775","79.775","79.775"
"83535.522515782","77.98","77.98","77.98"
"83550.522610298","76.338","76.338","76.338"
"83565.522994726","422.359","422.359","422.359"
"83580.523416693","419.382","419.382","419.382"
"83595.522702463","426.177","426.177","426.177"
"83610.523078828","428.756","428.756","428.756"
"83625.523087738","424.185","424.185","424.185"
"83640.522861445","431.71","431.71","431.71"
"83655.523278701","430.626","430.626","430.626"
"83670.523189973","431.292","431.292","431.292"
"83685.523329921","435.359","435.359","435.359"
"83700.52412786","426.439","426.439","426.439"
"83715.523239688","432.843","432.843","432.843"
"83730.522574046","434.055","434.055","434.055"
"83745.52367575","430.889","430.889","430.889"
"83760.523309949","430.477","430.477","430.477"
"83775.522547492","427.023","427.023","427.023"
"83790.522847991","431.457","431.457","431.457"
"83805.523254007","432.107","432.107","432.107"
"83820.522765958","427.735","427.735","427.735"
"83835.523345894","428.884","428.884","428.884"
"83850.523682039","431.253","431.253","431.253"
"83865.52264651","423.434","423.434","423.434"
"83880.524485217","427.374","427.374","427.374"
"83895.522791396","431.146","431.146","431.146"
"83910.522557153","423.586","423.586","423.586"
"83925.523313992","435.048","435.048","435.048"
"83940.522603082","434.256","434.256","434.256"
"83955.523432972","431.687","431.687","431.687"
"83970.523528868","431.672","431.672","431.672"
"83985.523328378","427.867","427.867","427.867"
"84000.523055702","430.773","430.773","430.773"
"84015.522905787","410.5","410.5","410.5"
"84030.524354502","429.527","429.527","429.527"
"84045.523322897","432.195","432.195","432.195"
"84060.523632713","428.216","428.216","428.216"
"84075.523822316","435.235","435.235","435.235"
"84090.523349357","432.508","432.508","432.508"
"84105.523416047","426.333","426.333","426.333"
"84120.52329382","428.009","428.009","428.009"
"84135.523572645","432.225","432.225","432.225"
"84150.523224923","425.396","425.396","425.396"
