"Relative Time (Process)","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MIN","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MAX"
"159135.523504414","428.816","428.816","428.816"
"159150.524542885","431.679","431.679","431.679"
"159165.522684309","429.023","429.023","429.023"
"159180.523107092","424.918","424.918","424.918"
"159195.523589608","431.3","431.3","431.3"
"159210.523192193","427.155","427.155","427.155"
"159225.522948487","439.131","439.131","439.131"
"159240.5239406","430.808","430.808","430.808"
"159255.523885595","426.25","426.25","426.25"
"159270.522715667","429.91","429.91","429.91"
"159285.522771635","431.328","431.328","431.328"
"159300.523677638","432.928","432.928","432.928"
"159315.524468115","433.422","433.422","433.422"
"159330.522629008","428.847","428.847","428.847"
"159345.523707073","431.13","431.13","431.13"
"159360.524101507","426.851","426.851","426.851"
"159375.523684358","428.043","428.043","428.043"
"159390.523529981","431.974","431.974","431.974"
"159405.52420626","426.712","426.712","426.712"
"159420.523215346","428.409","428.409","428.409"
"159435.524399554","430.866","430.866","430.866"
"159450.52314613","421.502","421.502","421.502"
"159465.523622154","429.372","429.372","429.372"
"159480.523338895","430.575","430.575","430.575"
"159495.523237096","424.811","424.811","424.811"
"159510.522809334","434.055","434.055","434.055"
"159525.523638141","431.776","431.776","431.776"
"159540.523297495","432.988","432.988","432.988"
"159555.522521402","432.556","432.556","432.556"
"159570.523757901","430.962","430.962","430.962"
"159585.523030994","431.626","431.626","431.626"
"159600.522599064","427.768","427.768","427.768"
"159615.523933056","428.746","428.746","428.746"
"159630.522828249","430.573","430.573","430.573"
"159645.523532867","426.596","426.596","426.596"
"159660.523342128","427.955","427.955","427.955"
"159675.523328816","431.748","431.748","431.748"
"159690.523689486","424.975","424.975","424.975"
"159705.523649871","428.758","428.758","428.758"
"159720.522910544","432.027","432.027","432.027"
"159735.523561076","425.119","425.119","425.119"
"159750.522834122","430.089","430.089","430.089"
"159765.524510606","432.944","432.944","432.944"
"159780.523632056","424.37","424.37","424.37"
"159795.523419624","433.572","433.572","433.572"
"159810.522443731","429.358","429.358","429.358"
"159825.523771084","430.311","430.311","430.311"
"159840.523202028","428.235","428.235","428.235"
"159855.523410462","428.735","428.735","428.735"
"159870.5228919","431.3","431.3","431.3"
"159885.523425611","425.271","425.271","425.271"
"159900.52440567","426.383","426.383","426.383"
"159915.524166504","431.014","431.014","431.014"
"159930.522677581","424.883","424.883","424.883"
"159945.523152133","428.742","428.742","428.742"
"159960.524099263","431.963","431.963","431.963"
"159975.523592136","423.086","423.086","423.086"
"159990.524136516","428.759","428.759","428.759"
"160005.523048964","431.046","431.046","431.046"
"160020.523989563","422.644","422.644","422.644"
"160035.523188794","433.339","433.339","433.339"
"160050.523163816","432.309","432.309","432.309"
"160065.523715677","431.399","431.399","431.399"
"160080.522831194","434.278","434.278","434.278"
"160095.523786627","428.991","428.991","428.991"
"160110.52364818","431.804","431.804","431.804"
"160125.52302624","429.45","429.45","429.45"
"160140.523294966","428.727","428.727","428.727"
"160155.522852407","431.28","431.28","431.28"
"160170.52316113","425.944","425.944","425.944"
"160185.523536809","431.244","431.244","431.244"
"160200.523789902","431.412","431.412","431.412"
"160215.523707154","425.961","425.961","425.961"
"160230.523825654","433.119","433.119","433.119"
"160245.523481539","431.543","431.543","431.543"
"160260.522574254","426.841","426.841","426.841"
"160275.522845861","429.948","429.948","429.948"
"160290.523589138","431.412","431.412","431.412"
"160305.52352332","433.159","433.159","433.159"
"160320.523210794","432.364","432.364","432.364"
"160335.522518173","431.06","431.06","431.06"
"160350.523549522","431.499","431.499","431.499"
"160365.524951546","430.668","430.668","430.668"
"160380.524374625","430.391","430.391","430.391"
"160395.522779241","431.839","431.839","431.839"
"160410.522880145","428.576","428.576","428.576"
"160425.523505776","430.987","430.987","430.987"
"160440.52326472","430.471","430.471","430.471"
"160455.523204492","429.515","429.515","429.515"
"160470.52456809","431.427","431.427","431.427"
"160485.524000772","432.399","432.399","432.399"
"160500.524633009","428.703","428.703","428.703"
"160515.524291604","431.638","431.638","431.638"
"160530.524209363","430.827","430.827","430.827"
"160545.523425668","428.239","428.239","428.239"
"160560.522563665","436.508","436.508","436.508"
"160575.524405693","431.926","431.926","431.926"
"160590.523606656","433.62","433.62","433.62"
"160605.52352595","437.238","437.238","437.238"
"160620.52267107","430.429","430.429","430.429"
"160635.522966298","431.477","431.477","431.477"
"160650.523472865","426.792","426.792","426.792"
"160665.523080166","433.577","433.577","433.577"
"160680.523845744","431.617","431.617","431.617"
"160695.52551527","396.48","396.48","396.48"
"160710.523471088","428.635","428.635","428.635"
"160725.52351436","430.958","430.958","430.958"
"160740.522715396","425.929","425.929","425.929"
"160755.523499247","435.825","435.825","435.825"
"160770.522484797","431.192","431.192","431.192"
"160785.523746325","424.933","424.933","424.933"
"160800.523843569","426.705","426.705","426.705"
"160815.525017503","430.967","430.967","430.967"
"160830.523528892","432.15","432.15","432.15"
"160845.523062116","427.754","427.754","427.754"
"160860.522778594","427.529","427.529","427.529"
"160875.522963866","431.917","431.917","431.917"
"160890.523380976","426.579","426.579","426.579"
"160905.52338423","433.026","433.026","433.026"
"160920.522613585","431.373","431.373","431.373"
"160935.524946045","428.034","428.034","428.034"
"160950.524099795","432.189","432.189","432.189"
"160965.523240133","431.463","431.463","431.463"
"160980.522778804","427.677","427.677","427.677"
"160995.523055216","433.912","433.912","433.912"
"161010.524510757","431.327","431.327","431.327"
"161025.523529594","433.47","433.47","433.47"
"161040.52255299","436.573","436.573","436.573"
"161055.523315219","430.904","430.904","430.904"
"161070.523347504","431.754","431.754","431.754"
"161085.5233916","424.735","424.735","424.735"
"161100.522514855","430.066","430.066","430.066"
"161115.52280647","431.525","431.525","431.525"
"161130.52543453","428.058","428.058","428.058"
"161145.524788249","429.321","429.321","429.321"
"161160.52345282","430.765","430.765","430.765"
"161175.523455181","429.124","429.124","429.124"
"161190.523612711","439.414","439.414","439.414"
"161205.523717899","431.26","431.26","431.26"
"161220.523897282","425.114","425.114","425.114"
"161235.522513136","437.49","437.49","437.49"
"161250.526726631","432.739","432.739","432.739"
"161265.522802177","432.836","432.836","432.836"
"161280.523876224","438.337","438.337","438.337"
"161295.523356194","429.524","429.524","429.524"
"161310.523821207","432.036","432.036","432.036"
"161325.523003913","425.597","425.597","425.597"
"161340.524430499","431.053","431.053","431.053"
"161355.52332899","430.412","430.412","430.412"
"161370.524004123","427.713","427.713","427.713"
"161385.523692574","435.188","435.188","435.188"
"161400.523174596","431.382","431.382","431.382"
"161415.523948859","424.727","424.727","424.727"
"161430.522507759","437.333","437.333","437.333"
"161445.52337816","432.513","432.513","432.513"
"161460.525282728","424.335","424.335","424.335"
"161475.523126655","430.76","430.76","430.76"
"161490.523133779","431.798","431.798","431.798"
"161505.523477298","429.554","429.554","429.554"
"161520.523358539","429.195","429.195","429.195"
"161535.524877808","426.91","426.91","426.91"
"161550.524216461","431.311","431.311","431.311"
"161565.523451263","428.143","428.143","428.143"
"161580.523211477","430.898","430.898","430.898"
"161595.52272048","431.543","431.543","431.543"
"161610.5231309","427.246","427.246","427.246"
"161625.524300414","434.313","434.313","434.313"
"161640.522792144","431.306","431.306","431.306"
"161655.524969196","424.962","424.962","424.962"
"161670.523281036","429.852","429.852","429.852"
"161685.523202772","432.597","432.597","432.597"
"161700.525469407","426.075","426.075","426.075"
"161715.524398036","430.265","430.265","430.265"
"161730.524344698","431.569","431.569","431.569"
"161745.523313744","427.191","427.191","427.191"
"161760.523232566","430.182","430.182","430.182"
"161775.523631728","430.624","430.624","430.624"
"161790.523455922","432.13","432.13","432.13"
"161805.523365557","433.771","433.771","433.771"
"161820.52468337","429.897","429.897","429.897"
"161835.523515641","432.054","432.054","432.054"
"161850.523713364","426.543","426.543","426.543"
"161865.52317303","433.304","433.304","433.304"
"161880.523184431","430.73","430.73","430.73"
"161895.524699372","427.214","427.214","427.214"
"161910.524525074","429.117","429.117","429.117"
"161925.523517589","430.913","430.913","430.913"
"161940.52454283","429.421","429.421","429.421"
"161955.523426692","434.845","434.845","434.845"
"161970.525485595","431.188","431.188","431.188"
"161985.523432743","427.152","427.152","427.152"
"162000.523960034","434.934","434.934","434.934"
"162015.523522741","431.08","431.08","431.08"
"162030.523696294","431.896","431.896","431.896"
"162045.522683724","431.703","431.703","431.703"
"162060.52287874","428.158","428.158","428.158"
"162075.523175458","431.08","431.08","431.08"
"162090.524118488","424.365","424.365","424.365"
"162105.524125697","428.799","428.799","428.799"
"162120.523287273","432.393","432.393","432.393"
"162135.524769985","425.863","425.863","425.863"
"162150.523270744","428.235","428.235","428.235"
"162165.524015436","432.624","432.624","432.624"
"162180.523219086","423.286","423.286","423.286"
"162195.523564219","429.325","429.325","429.325"
"162210.523437148","431.891","431.891","431.891"
"162225.523618027","423.417","423.417","423.417"
"162240.523073927","438.645","438.645","438.645"
"162255.523888373","431.996","431.996","431.996"
"162270.523476436","429.547","429.547","429.547"
"162285.52364847","433.995","433.995","433.995"
"162300.523078362","427.248","427.248","427.248"
"162315.523910141","430.687","430.687","430.687"
"162330.523313549","433.774","433.774","433.774"
"162345.524742904","427.924","427.924","427.924"
"162360.523330865","431.552","431.552","431.552"
"162375.524316237","427.905","427.905","427.905"
"162390.522771107","428.723","428.723","428.723"
"162405.523010934","430.925","430.925","430.925"
"162420.523474895","424.994","424.994","424.994"
"162435.522805065","430.206","430.206","430.206"
"162450.522570489","431.514","431.514","431.514"
"162465.522667193","425.738","425.738","425.738"
"162480.523769212","438.383","438.383","438.383"
"162495.523469579","431.998","431.998","431.998"
"162510.52266904","85.503","85.503","85.503"
"162525.522492265","81.706","81.706","81.706"
"162540.523550875","78.871","78.871","78.871"
"162555.523392867","77.254","77.254","77.254"
"162570.523204805","75.717","75.717","75.717"
"162585.522825077","73.524","73.524","73.524"
"162600.522623946","421.892","421.892","421.892"
"162615.523132091","424.986","424.986","424.986"
"162630.523177335","431.338","431.338","431.338"
"162645.524221926","427.995","427.995","427.995"
"162660.523698161","429.27","429.27","429.27"
"162675.523413723","428.881","428.881","428.881"
"162690.523420809","428.003","428.003","428.003"
"162705.52349722","429.263","429.263","429.263"
"162720.522425891","430.111","430.111","430.111"
"162735.523619848","429.093","429.093","429.093"
"162750.52304336","431.913","431.913","431.913"
"162765.523362264","425.95","425.95","425.95"
"162780.523673161","430.096","430.096","430.096"
"162795.52269322","430.951","430.951","430.951"
"162810.523533039","427.306","427.306","427.306"
"162825.522613469","429.257","429.257","429.257"
"162840.525043862","431.577","431.577","431.577"
"162855.523221141","426.288","426.288","426.288"
"162870.523028838","429.504","429.504","429.504"
"162885.52284073","431.357","431.357","431.357"
"162900.524521852","427.563","427.563","427.563"
"162915.523111816","431.137","431.137","431.137"
"162930.524106164","432.925","432.925","432.925"
"162945.523737207","430.709","430.709","430.709"
"162960.523196753","432.893","432.893","432.893"
"162975.522989108","427.785","427.785","427.785"
"162990.523725553","430.791","430.791","430.791"
"163005.524139761","432.052","432.052","432.052"
"163020.523185953","430.028","430.028","430.028"
"163035.523255864","431.744","431.744","431.744"
"163050.523250232","397.302","397.302","397.302"
"163065.523554088","432.368","432.368","432.368"
"163080.523235717","430.966","430.966","430.966"
"163095.523792372","428.549","428.549","428.549"
"163110.522992725","427.692","427.692","427.692"
"163125.523210109","432.064","432.064","432.064"
"163140.522859924","427.909","427.909","427.909"
"163155.523827689","433.809","433.809","433.809"
