"Relative Time (Process)","ft1 - system/gpu.0.powerWatts","ft1 - system/gpu.0.powerWatts__MIN","ft1 - system/gpu.0.powerWatts__MAX"
"122936.453069606","81.402","81.402","81.402"
"122951.453335992","420.962","420.962","420.962"
"122966.453195806","425.812","425.812","425.812"
"122981.453255364","427.002","427.002","427.002"
"122996.453052556","420.529","420.529","420.529"
"123011.453041319","427.338","427.338","427.338"
"123026.453357305","426.523","426.523","426.523"
"123041.453135502","423.035","423.035","423.035"
"123056.45424222","433.447","433.447","433.447"
"123071.453350486","427.95","427.95","427.95"
"123086.453489144","423.008","423.008","423.008"
"123101.453432959","434.188","434.188","434.188"
"123116.454762825","428.87","428.87","428.87"
"123131.453723587","424.23","424.23","424.23"
"123146.453604255","436.327","436.327","436.327"
"123161.453185263","428.762","428.762","428.762"
"123176.453579988","429.943","429.943","429.943"
"123191.452801717","432.831","432.831","432.831"
"123206.455399398","427.174","427.174","427.174"
"123221.453583909","427.891","427.891","427.891"
"123236.453986058","431.207","431.207","431.207"
"123251.452907948","428.748","428.748","428.748"
"123266.453159985","428.565","428.565","428.565"
"123281.452932894","423.382","423.382","423.382"
"123296.453243167","424.675","424.675","424.675"
"123311.453036278","428.694","428.694","428.694"
"123326.455003078","424.504","424.504","424.504"
"123341.453071061","430.572","430.572","430.572"
"123356.453651315","428.834","428.834","428.834"
"123371.453510977","423.047","423.047","423.047"
"123386.453467318","431.164","431.164","431.164"
"123401.452862576","428.458","428.458","428.458"
"123416.45349025","422.848","422.848","422.848"
"123431.453164019","430.053","430.053","430.053"
"123446.453304855","427.64","427.64","427.64"
"123461.453316546","424.161","424.161","424.161"
"123476.453395961","431.999","431.999","431.999"
"123491.452864757","428.342","428.342","428.342"
"123506.453509087","430.506","430.506","430.506"
"123521.45312614","431.967","431.967","431.967"
"123536.453704981","424.481","424.481","424.481"
"123551.453349954","426.915","426.915","426.915"
"123566.453945449","432.031","432.031","432.031"
"123581.453419803","426.576","426.576","426.576"
"123596.453765106","428.126","428.126","428.126"
"123611.453329318","423.772","423.772","423.772"
"123626.453525304","425.832","425.832","425.832"
"123641.453258964","429.426","429.426","429.426"
"123656.453121314","423.166","423.166","423.166"
"123671.453146777","430.92","430.92","430.92"
"123686.454120598","427.649","427.649","427.649"
"123701.455057227","423.828","423.828","423.828"
"123716.454532789","424.191","424.191","424.191"
"123731.45306581","427.65","427.65","427.65"
"123746.45293743","423.599","423.599","423.599"
"123761.453425826","436.489","436.489","436.489"
"123776.452735029","428.603","428.603","428.603"
"123791.453630895","422.341","422.341","422.341"
"123806.45456007","435.394","435.394","435.394"
"123821.453120973","427.875","427.875","427.875"
"123836.45326369","425.657","425.657","425.657"
"123851.453729764","414.276","414.276","414.276"
"123866.453068193","425.111","425.111","425.111"
"123881.453206327","426.453","426.453","426.453"
"123896.452833827","430.193","430.193","430.193"
"123911.453046925","428.045","428.045","428.045"
"123926.453590741","427.364","427.364","427.364"
"123941.453472469","423.498","423.498","423.498"
"123956.454151203","427.043","427.043","427.043"
"123971.453469805","427.646","427.646","427.646"
"123986.453140694","424.855","424.855","424.855"
"124001.453144617","424.946","424.946","424.946"
"124016.453075526","428.126","428.126","428.126"
"124031.454029818","424.363","424.363","424.363"
"124046.45405029","428.617","428.617","428.617"
"124061.453302116","428.022","428.022","428.022"
"124076.453292143","422.246","422.246","422.246"
"124091.45293224","431.347","431.347","431.347"
"124106.452901871","427.67","427.67","427.67"
"124121.453407329","423.035","423.035","423.035"
"124136.453331162","436.463","436.463","436.463"
"124151.453773451","427.673","427.673","427.673"
"124166.453528028","425.577","425.577","425.577"
"124181.454940944","431.953","431.953","431.953"
"124196.45419624","426.274","426.274","426.274"
"124211.453656601","429.979","429.979","429.979"
"124226.453560322","433.035","433.035","433.035"
"124241.453658623","425.865","425.865","425.865"
"124256.453920424","427.523","427.523","427.523"
"124271.455116405","425.29","425.29","425.29"
"124286.452997146","429.992","429.992","429.992"
"124301.45345793","427.009","427.009","427.009"
"124316.453077646","423.008","423.008","423.008"
"124331.453233043","429.384","429.384","429.384"
"124346.453280893","427.441","427.441","427.441"
"124361.454127581","422.703","422.703","422.703"
"124376.454400311","429.659","429.659","429.659"
"124391.454043224","428.135","428.135","428.135"
"124406.453696565","423.156","423.156","423.156"
"124421.454229008","432.73","432.73","432.73"
"124436.453024246","427.608","427.608","427.608"
"124451.453609252","422.606","422.606","422.606"
"124466.453239455","436.906","436.906","436.906"
"124481.453113658","428.276","428.276","428.276"
"124496.453619428","423.361","423.361","423.361"
"124511.453306988","436.608","436.608","436.608"
"124526.454629527","428.01","428.01","428.01"
"124541.453260993","428.702","428.702","428.702"
"124556.456404041","433.354","433.354","433.354"
"124571.454610353","428.062","428.062","428.062"
"124586.4537136","428.842","428.842","428.842"
"124601.453429068","434.076","434.076","434.076"
"124616.453211512","425.226","425.226","425.226"
"124631.453688713","427.762","427.762","427.762"
"124646.45363822","424.736","424.736","424.736"
"124661.453974757","427.745","427.745","427.745"
"124676.453308156","427.219","427.219","427.219"
"124691.453966161","425.48","425.48","425.48"
"124706.453648972","429.545","429.545","429.545"
"124721.45391995","427.596","427.596","427.596"
"124736.453687561","423.708","423.708","423.708"
"124751.455338586","431.677","431.677","431.677"
"124766.45332869","430.092","430.092","430.092"
"124781.45340596","427.022","427.022","427.022"
"124796.453659293","434.601","434.601","434.601"
"124811.454777319","429.253","429.253","429.253"
"124826.454064913","422.166","422.166","422.166"
"124841.456405812","431.776","431.776","431.776"
"124856.454038334","425.239","425.239","425.239"
"124871.453461921","430.496","430.496","430.496"
"124886.455267956","426.885","426.885","426.885"
"124901.453275903","428.864","428.864","428.864"
"124916.452981678","429.81","429.81","429.81"
"124931.452902758","425.914","425.914","425.914"
"124946.453288104","425.91","425.91","425.91"
"124961.452853601","429.144","429.144","429.144"
"124976.453867072","424.455","424.455","424.455"
"124991.453408733","424.236","424.236","424.236"
"125006.453406799","429.019","429.019","429.019"
"125021.453953651","425.956","425.956","425.956"
"125036.455548191","427.839","427.839","427.839"
"125051.453608158","430.363","430.363","430.363"
"125066.454544578","425.295","425.295","425.295"
"125081.453542764","429.767","429.767","429.767"
"125096.453111768","430.158","430.158","430.158"
"125111.453494247","425.015","425.015","425.015"
"125126.453464942","427.506","427.506","427.506"
"125141.455152215","429.603","429.603","429.603"
"125156.453694845","425.143","425.143","425.143"
"125171.453009454","430.718","430.718","430.718"
"125186.453016116","429.905","429.905","429.905"
"125201.453690255","431.607","431.607","431.607"
"125216.453323763","429.843","429.843","429.843"
"125231.453220959","426.286","426.286","426.286"
"125246.453188239","429.632","429.632","429.632"
"125261.453959798","422.834","422.834","422.834"
"125276.453182796","427.222","427.222","427.222"
"125291.453147551","429.191","429.191","429.191"
"125306.454729204","426.594","426.594","426.594"
"125321.453306979","427.981","427.981","427.981"
"125336.453408465","429.357","429.357","429.357"
"125351.453601345","425.958","425.958","425.958"
"125366.45287772","428.086","428.086","428.086"
"125381.453348895","429.928","429.928","429.928"
"125396.453243054","424.383","424.383","424.383"
"125411.453409883","426.745","426.745","426.745"
"125426.453229957","429.836","429.836","429.836"
"125441.453211573","424.714","424.714","424.714"
"125456.453331454","433.219","433.219","433.219"
"125471.45310443","429.928","429.928","429.928"
"125486.453154108","424.779","424.779","424.779"
"125501.453496039","429.181","429.181","429.181"
"125516.453186025","429.4","429.4","429.4"
"125531.453256127","425.163","425.163","425.163"
"125546.453452383","428.581","428.581","428.581"
"125561.453288486","428.785","428.785","428.785"
"125576.454681381","431.953","431.953","431.953"
"125591.454240288","430.313","430.313","430.313"
"125606.453009526","428.77","428.77","428.77"
"125621.454663575","431.637","431.637","431.637"
"125636.455045761","430.541","430.541","430.541"
"125651.453057954","426.225","426.225","426.225"
"125666.45307524","429.854","429.854","429.854"
"125681.453414621","423.149","423.149","423.149"
"125696.454094013","429.134","429.134","429.134"
"125711.453595873","430.06","430.06","430.06"
"125726.453108647","425.467","425.467","425.467"
"125741.454251575","426.959","426.959","426.959"
"125756.453097967","429.856","429.856","429.856"
"125771.45311311","426.673","426.673","426.673"
"125786.453548018","431.569","431.569","431.569"
"125801.453064955","431.49","431.49","431.49"
"125816.453618891","424.308","424.308","424.308"
"125831.453241831","432.132","432.132","432.132"
"125846.455150164","430.217","430.217","430.217"
"125861.45282147","425.188","425.188","425.188"
"125876.453740809","429.569","429.569","429.569"
"125891.453728046","429.829","429.829","429.829"
"125906.452980699","423.371","423.371","423.371"
"125921.452961002","430.22","430.22","430.22"
"125936.453076152","430.669","430.669","430.669"
"125951.453559272","427.42","427.42","427.42"
"125966.452813793","427.188","427.188","427.188"
"125981.454501582","430.072","430.072","430.072"
"125996.453215787","432.046","432.046","432.046"
"126011.453576375","432.614","432.614","432.614"
"126026.454009715","428.326","428.326","428.326"
"126041.453299249","428.967","428.967","428.967"
"126056.453311879","426.073","426.073","426.073"
"126071.454088224","426.247","426.247","426.247"
"126086.452909488","430.35","430.35","430.35"
"126101.453970233","424.177","424.177","424.177"
"126116.454985707","426.033","426.033","426.033"
"126131.452966749","430.111","430.111","430.111"
"126146.45369938","426.017","426.017","426.017"
"126161.454521881","428.57","428.57","428.57"
"126176.453482533","429.628","429.628","429.628"
"126191.453168698","424.876","424.876","424.876"
"126206.453330428","426.252","426.252","426.252"
"126221.45414212","430.106","430.106","430.106"
"126236.452995901","424.685","424.685","424.685"
"126251.452860407","426.596","426.596","426.596"
"126266.453842548","429.972","429.972","429.972"
"126281.454710907","425.557","425.557","425.557"
"126296.455596772","427.92","427.92","427.92"
"126311.453322287","430.172","430.172","430.172"
"126326.453896375","426.753","426.753","426.753"
"126341.453316447","429.819","429.819","429.819"
"126356.452811001","429.415","429.415","429.415"
"126371.452932856","431.552","431.552","431.552"
"126386.453091245","432.798","432.798","432.798"
"126401.452984567","428.149","428.149","428.149"
"126416.453393733","428.402","428.402","428.402"
"126431.453450575","430.416","430.416","430.416"
"126446.453207657","428.71","428.71","428.71"
"126461.453080854","429.65","429.65","429.65"
"126476.453139054","423.546","423.546","423.546"
"126491.453369751","429.408","429.408","429.408"
"126506.45318201","429.925","429.925","429.925"
"126521.453566177","425.829","425.829","425.829"
"126536.453522905","427.378","427.378","427.378"
"126551.453848956","429.897","429.897","429.897"
"126566.45480784","425.857","425.857","425.857"
"126581.452931591","428.044","428.044","428.044"
"126596.453712755","427.774","427.774","427.774"
"126611.455264747","423.459","423.459","423.459"
"126626.453015669","427.412","427.412","427.412"
"126641.453608535","427.996","427.996","427.996"
"126656.453155495","420.952","420.952","420.952"
"126671.453795228","430.449","430.449","430.449"
"126686.453860082","429.238","429.238","429.238"
"126701.453493316","423.007","423.007","423.007"
"126716.455232308","431.542","431.542","431.542"
"126731.453110624","428.52","428.52","428.52"
"126746.453411746","428.154","428.154","428.154"
"126761.453465315","429.347","429.347","429.347"
"126776.453558229","426.368","426.368","426.368"
"126791.453566152","426.578","426.578","426.578"
"126806.453593025","427.907","427.907","427.907"
"126821.453207751","425.517","425.517","425.517"
"126836.453412545","427.641","427.641","427.641"
"126851.453298928","422.226","422.226","422.226"
"126866.453551567","427.804","427.804","427.804"
"126881.453294499","428.887","428.887","428.887"
"126896.453335615","422.947","422.947","422.947"
"126911.45353321","428.036","428.036","428.036"
"126926.453979494","428.07","428.07","428.07"
"126941.453619372","424.412","424.412","424.412"
"126956.453355817","426.963","426.963","426.963"
"126971.453829125","428.68","428.68","428.68"
"126986.453003492","420.516","420.516","420.516"
"127001.454373505","426.512","426.512","426.512"
"127016.452981944","428.599","428.599","428.599"
"127031.452974308","419.795","419.795","419.795"
"127046.453177739","435.852","435.852","435.852"
"127061.454668151","428.275","428.275","428.275"
"127076.453400165","427.552","427.552","427.552"
"127091.454210913","433.444","433.444","433.444"
"127106.453600055","425.677","425.677","425.677"
"127121.454065342","427.2","427.2","427.2"
"127136.453325228","433.903","433.903","433.903"
"127151.453512766","427.075","427.075","427.075"
"127166.453170986","428.293","428.293","428.293"
"127181.45419659","422.572","422.572","422.572"
"127196.453211436","428.622","428.622","428.622"
"127211.453281156","428.104","428.104","428.104"
"127226.453129093","424.344","424.344","424.344"
"127241.454441795","426.489","426.489","426.489"
"127256.453283195","427.915","427.915","427.915"
"127271.453504448","423.215","423.215","423.215"
"127286.4532581","429.004","429.004","429.004"
"127301.455015675","428.924","428.924","428.924"
"127316.453153806","421.221","421.221","421.221"
"127331.453326753","430.888","430.888","430.888"
"127346.453226253","429.169","429.169","429.169"
"127361.453033031","423.811","423.811","423.811"
"127376.454264159","434.992","434.992","434.992"
"127391.453216923","428.247","428.247","428.247"
"127406.453128407","425.993","425.993","425.993"
"127421.453051266","432.763","432.763","432.763"
"127436.453296238","425.936","425.936","425.936"
"127451.453481279","427.7","427.7","427.7"
"127466.453212633","183.281","183.281","183.281"
"127481.453196889","425.922","425.922","425.922"
"127496.453435076","426.787","426.787","426.787"
"127511.452987422","424.057","424.057","424.057"
"127526.453423219","428.656","428.656","428.656"
"127541.453458483","428.262","428.262","428.262"
"127556.453143062","419.952","419.952","419.952"
"127571.45373129","432.556","432.556","432.556"
"127586.453481726","428.558","428.558","428.558"
"127601.453146153","423.292","423.292","423.292"
"127616.453583505","435.644","435.644","435.644"
"127631.453830325","428.488","428.488","428.488"
"127646.452933673","427.87","427.87","427.87"
"127661.453275961","428.495","428.495","428.495"
"127676.452800565","426.292","426.292","426.292"
"127691.453814664","428.131","428.131","428.131"
"127706.45347196","431.67","431.67","431.67"
"127721.453069313","426.482","426.482","426.482"
"127736.453211232","429.249","429.249","429.249"
"127751.452856818","427.026","427.026","427.026"
"127766.455039151","426.617","426.617","426.617"
"127781.454024763","428.412","428.412","428.412"
"127796.453058401","423.664","423.664","423.664"
"127811.45327418","426.957","426.957","426.957"
"127826.45335483","428.048","428.048","428.048"
"127841.453263074","423.61","423.61","423.61"
"127856.453087712","428.466","428.466","428.466"
"127871.453224262","428.751","428.751","428.751"
"127886.453578731","420.397","420.397","420.397"
"127901.452924497","422.356","422.356","422.356"
"127916.453661593","428.664","428.664","428.664"
"127931.453004452","421.018","421.018","421.018"
"127946.45410635","431.521","431.521","431.521"
"127961.454155324","427.806","427.806","427.806"
"127976.453092006","430.748","430.748","430.748"
"127991.453896025","433.174","433.174","433.174"
"128006.453861036","428.692","428.692","428.692"
"128021.453842729","429.558","429.558","429.558"
"128036.453006692","435.017","435.017","435.017"
"128051.452990676","426.876","426.876","426.876"
"128066.453462071","428.023","428.023","428.023"
"128081.453871198","425.901","425.901","425.901"
"128096.453877223","427.418","427.418","427.418"
"128111.453792585","428.676","428.676","428.676"
"128126.453610021","424.931","424.931","424.931"
"128141.453064536","430.065","430.065","430.065"
"128156.453669365","428.787","428.787","428.787"
"128171.453758867","424.862","424.862","424.862"
"128186.45378267","431.859","431.859","431.859"
"128201.453205345","428.825","428.825","428.825"
"128216.453070456","420.721","420.721","420.721"
"128231.45520522","424.856","424.856","424.856"
"128246.454106665","428.414","428.414","428.414"
"128261.453723365","420.255","420.255","420.255"
"128276.454338976","436.715","436.715","436.715"
"128291.452950618","427.022","427.022","427.022"
"128306.453617414","424.731","424.731","424.731"
"128321.45321722","434.251","434.251","434.251"
"128336.453124477","428.406","428.406","428.406"
"128351.453033468","429.438","429.438","429.438"
"128366.45415568","428.772","428.772","428.772"
"128381.453608398","423.815","423.815","423.815"
"128396.453683498","427.829","427.829","427.829"
"128411.453190845","424.713","424.713","424.713"
"128426.454047461","427.961","427.961","427.961"
"128441.453487355","428.577","428.577","428.577"
"128456.452796852","424.676","424.676","424.676"
"128471.453088128","430.578","430.578","430.578"
"128486.453296509","428.232","428.232","428.232"
"128501.454248031","424.767","424.767","424.767"
"128516.453184163","427.169","427.169","427.169"
"128531.452986867","427.75","427.75","427.75"
"128546.452882763","423.493","423.493","423.493"
"128561.453137519","426.387","426.387","426.387"
"128576.453297504","427.859","427.859","427.859"
"128591.453364028","423.07","423.07","423.07"
"128606.455588145","427.821","427.821","427.821"
"128621.453501834","428.42","428.42","428.42"
"128636.453446915","425.384","425.384","425.384"
"128651.453097353","432.957","432.957","432.957"
"128666.458017833","428.813","428.813","428.813"
"128681.45394075","430.21","430.21","430.21"
"128696.453402953","433.21","433.21","433.21"
"128711.452879632","425.762","425.762","425.762"
"128726.453284702","428.161","428.161","428.161"
"128741.453869514","426.801","426.801","426.801"
"128756.452985261","428.397","428.397","428.397"
"128771.453496777","428.933","428.933","428.933"
"128786.452856401","423.192","423.192","423.192"
"128801.453329665","424.862","424.862","424.862"
"128816.454641873","428.38","428.38","428.38"
"128831.453434129","408.859","408.859","408.859"
"128846.45314842","424.255","424.255","424.255"
"128861.453145076","428.865","428.865","428.865"
"128876.454619904","422.311","422.311","422.311"
"128891.453427952","427.012","427.012","427.012"
"128906.453316591","428.203","428.203","428.203"
"128921.453403285","422.087","422.087","422.087"
"128936.45347613","430.984","430.984","430.984"
"128951.4531349","428.923","428.923","428.923"
"128966.453269402","423.459","423.459","423.459"
"128981.453994955","431.026","431.026","431.026"
"128996.453761771","428.126","428.126","428.126"
"129011.453787734","428.009","428.009","428.009"
"129026.454969963","428.217","428.217","428.217"
"129041.454370974","426.662","426.662","426.662"
"129056.45378626","427.195","427.195","427.195"
"129071.453411277","430.037","430.037","430.037"
"129086.453010783","424.473","424.473","424.473"
"129101.453466191","427.411","427.411","427.411"
"129116.453492004","422.795","422.795","422.795"
"129131.453394581","426.736","426.736","426.736"
"129146.453371818","428.065","428.065","428.065"
"129161.453324789","424.393","424.393","424.393"
"129176.453018369","425.857","425.857","425.857"
"129191.453726236","429.195","429.195","429.195"
"129206.453001568","424.424","424.424","424.424"
"129221.455324011","428.419","428.419","428.419"
"129236.453884621","429.07","429.07","429.07"
"129251.453641672","421.05","421.05","421.05"
"129266.452979446","428.384","428.384","428.384"
"129281.453647659","428.88","428.88","428.88"
"129296.453187459","421.018","421.018","421.018"
"129311.453334776","429.487","429.487","429.487"
"129326.453184452","428.843","428.843","428.843"
"129341.453336954","424.1","424.1","424.1"
"129356.453596292","438.052","438.052","438.052"
"129371.452863792","428.238","428.238","428.238"
"129386.454144149","429.397","429.397","429.397"
"129401.453080918","434.196","434.196","434.196"
"129416.454385497","426.652","426.652","426.652"
"129431.453222078","428.703","428.703","428.703"
"129446.454407692","427.164","427.164","427.164"
"129461.453735521","425.369","425.369","425.369"
"129476.453430223","428.019","428.019","428.019"
"129491.453051232","423.136","423.136","423.136"
"129506.45320815","428.264","428.264","428.264"
"129521.453407144","427.79","427.79","427.79"
"129536.453604541","423.079","423.079","423.079"
"129551.454307805","427.343","427.343","427.343"
"129566.453082233","428.419","428.419","428.419"
"129581.453383576","422.586","422.586","422.586"
"129596.453360721","430.94","430.94","430.94"
"129611.453413174","427.504","427.504","427.504"
"129626.45313431","423.49","423.49","423.49"
"129641.453121106","432.604","432.604","432.604"
"129656.45377807","427.54","427.54","427.54"
"129671.452896857","421.293","421.293","421.293"
"129686.453673556","435.232","435.232","435.232"
"129701.454467175","426.61","426.61","426.61"
"129716.453680137","426.126","426.126","426.126"
"129731.454646348","429.314","429.314","429.314"
"129746.453927009","423.725","423.725","423.725"
"129761.453519799","426.5","426.5","426.5"
"129776.453716397","431.228","431.228","431.228"
"129791.453670955","426.838","426.838","426.838"
"129806.453376534","428.3","428.3","428.3"
"129821.454139022","423.553","423.553","423.553"
"129836.454157378","427.349","427.349","427.349"
"129851.453115241","428.657","428.657","428.657"
"129866.453602392","424.437","424.437","424.437"
"129881.454456583","430.257","430.257","430.257"
"129896.453304086","428.735","428.735","428.735"
"129911.453644827","421.693","421.693","421.693"
"129926.453216365","430.84","430.84","430.84"
"129941.454128585","428.333","428.333","428.333"
"129956.453850528","421.469","421.469","421.469"
"129971.45320731","433.196","433.196","433.196"
"129986.453300452","428.286","428.286","428.286"
"130001.453349709","422.834","422.834","422.834"
"130016.452832139","434.054","434.054","434.054"
"130031.453796612","427.786","427.786","427.786"
"130046.453783604","424.94","424.94","424.94"
"130061.45538712","432.156","432.156","432.156"
"130076.455079281","427.519","427.519","427.519"
"130091.453208344","429.579","429.579","429.579"
"130106.45358712","433.815","433.815","433.815"
"130121.453392931","422.52","422.52","422.52"
"130136.453746712","425.876","425.876","425.876"
"130151.453445093","431.382","431.382","431.382"
"130166.454301271","427.535","427.535","427.535"
"130181.453488163","427.82","427.82","427.82"
"130196.453473914","422.107","422.107","422.107"
"130211.454918296","426.333","426.333","426.333"
"130226.454362513","427.923","427.923","427.923"
"130241.453458783","422.787","422.787","422.787"
"130256.454504381","429.334","429.334","429.334"
"130271.452952025","427.471","427.471","427.471"
"130286.455048319","422.144","422.144","422.144"
"130301.453466272","430.558","430.558","430.558"
"130316.453119487","428.053","428.053","428.053"
"130331.45338255","423.355","423.355","423.355"
"130346.45513497","435.525","435.525","435.525"
"130361.453700189","427.795","427.795","427.795"
"130376.453495323","421.195","421.195","421.195"
"130391.453401412","435.634","435.634","435.634"
"130406.452848841","427.714","427.714","427.714"
"130421.453113217","423.023","423.023","423.023"
"130436.45332724","432.346","432.346","432.346"
"130451.453980517","428.214","428.214","428.214"
"130466.453107209","429.518","429.518","429.518"
"130481.453499977","433.085","433.085","433.085"
"130496.453137862","425.205","425.205","425.205"
"130511.453679411","427.32","427.32","427.32"
"130526.454319377","426.318","426.318","426.318"
"130541.453554678","428.895","428.895","428.895"
"130556.453311434","427.782","427.782","427.782"
"130571.453807686","423.462","423.462","423.462"
"130586.453460311","430.323","430.323","430.323"
"130601.4534976","427.465","427.465","427.465"
"130616.453302516","422.011","422.011","422.011"
"130631.453373928","431.711","431.711","431.711"
"130646.453510065","428.111","428.111","428.111"
"130661.453594924","423.606","423.606","423.606"
"130676.457136575","433.555","433.555","433.555"
"130691.453846937","427.348","427.348","427.348"
"130706.453895443","420.865","420.865","420.865"
"130721.453702766","433.377","433.377","433.377"
"130736.453304617","429.128","429.128","429.128"
"130751.453702659","423.53","423.53","423.53"
"130766.454372965","432.307","432.307","432.307"
"130781.453253599","427.474","427.474","427.474"
"130796.453919673","430.191","430.191","430.191"
"130811.45299627","433.839","433.839","433.839"
"130826.453180994","425.151","425.151","425.151"
"130841.453190658","427.963","427.963","427.963"
"130856.454800231","426.276","426.276","426.276"
"130871.452952655","427.202","427.202","427.202"
"130886.452953064","429.075","429.075","429.075"
"130901.453425597","423.929","423.929","423.929"
"130916.453333694","424.205","424.205","424.205"
"130931.453943403","428.114","428.114","428.114"
"130946.453636387","424.517","424.517","424.517"
"130961.454065318","429.804","429.804","429.804"
"130976.453349627","427.944","427.944","427.944"
"130991.453315357","422.912","422.912","422.912"
"131006.453285394","423.457","423.457","423.457"
"131021.453118404","429.751","429.751","429.751"
"131036.453251181","423.418","423.418","423.418"
"131051.452909613","435.334","435.334","435.334"
"131066.453213718","427.77","427.77","427.77"
"131081.453201217","421.461","421.461","421.461"
"131096.453057889","432.989","432.989","432.989"
"131111.455023495","427.491","427.491","427.491"
"131126.4536262","430.109","430.109","430.109"
"131141.454726023","434.006","434.006","434.006"
"131156.453074023","425.747","425.747","425.747"
"131171.453476412","427.354","427.354","427.354"
"131186.454028513","430.538","430.538","430.538"
"131201.454662776","426.975","426.975","426.975"
"131216.453315432","428.093","428.093","428.093"
"131231.453171515","421.608","421.608","421.608"
"131246.452812664","427.587","427.587","427.587"
"131261.455279136","428.743","428.743","428.743"
"131276.45469649","422.572","422.572","422.572"
"131291.453473309","431.038","431.038","431.038"
"131306.453608136","427.9","427.9","427.9"
"131321.45338281","423.792","423.792","423.792"
"131336.454391416","433.744","433.744","433.744"
"131351.454825926","428.013","428.013","428.013"
"131366.453476022","422.801","422.801","422.801"
"131381.452978857","429.581","429.581","429.581"
"131396.453477142","429.116","429.116","429.116"
"131411.453429458","423.482","423.482","423.482"
"131426.452870752","436.995","436.995","436.995"
"131441.45323583","428.029","428.029","428.029"
"131456.45364376","426.063","426.063","426.063"
"131471.453390367","432.482","432.482","432.482"
"131486.453321244","425.629","425.629","425.629"
"131501.45422938","428.001","428.001","428.001"
"131516.452921359","431.149","431.149","431.149"
"131531.453225013","427.112","427.112","427.112"
"131546.452900501","428.196","428.196","428.196"
"131561.453475622","423.482","423.482","423.482"
"131576.453386866","430.518","430.518","430.518"
"131591.455528921","428.671","428.671","428.671"
"131606.454675192","420.904","420.904","420.904"
"131621.455057276","430.145","430.145","430.145"
"131636.453248743","428.065","428.065","428.065"
"131651.453374663","423.458","423.458","423.458"
"131666.453256317","429.349","429.349","429.349"
"131681.455536409","427.255","427.255","427.255"
"131696.45487958","423.573","423.573","423.573"
"131711.453342225","432.295","432.295","432.295"
"131726.453638902","427.686","427.686","427.686"
"131741.453090779","420.774","420.774","420.774"
"131756.453135391","429.982","429.982","429.982"
"131771.453310708","428.448","428.448","428.448"
"131786.45329719","427.906","427.906","427.906"
"131801.454290974","431.671","431.671","431.671"
"131816.453184149","423.043","423.043","423.043"
"131831.453995336","427.414","427.414","427.414"
"131846.453299448","431.691","431.691","431.691"
"131861.453291781","428.762","428.762","428.762"
"131876.45346304","428.457","428.457","428.457"
"131891.453499685","423.9","423.9","423.9"
"131906.453277312","428.499","428.499","428.499"
"131921.453010801","427.739","427.739","427.739"
"131936.453578734","422.469","422.469","422.469"
"131951.453858214","435.157","435.157","435.157"
"131966.453449511","428.442","428.442","428.442"
"131981.453284555","419.612","419.612","419.612"
"131996.453243512","84.569","84.569","84.569"
"132011.453087239","95.508","95.508","95.508"
"132026.45294204","423.4","423.4","423.4"
"132041.453662972","426.997","426.997","426.997"
"132056.454430988","425.111","425.111","425.111"
"132071.452885914","429.493","429.493","429.493"
"132086.453256972","427.866","427.866","427.866"
"132101.453432416","420.955","420.955","420.955"
"132116.453078626","436.242","436.242","436.242"
"132131.453020298","427.099","427.099","427.099"
"132146.453601647","429.949","429.949","429.949"
"132161.453592647","432.894","432.894","432.894"
"132176.453598764","424.289","424.289","424.289"
"132191.453337112","427.628","427.628","427.628"
"132206.453555049","430.85","430.85","430.85"
"132221.455289574","428.192","428.192","428.192"
"132236.453362701","427.686","427.686","427.686"
"132251.453784779","424.491","424.491","424.491"
"132266.453372469","426.098","426.098","426.098"
"132281.453082301","428.915","428.915","428.915"
"132296.453652178","422.469","422.469","422.469"
"132311.455359134","428.731","428.731","428.731"
"132326.45341011","429.221","429.221","429.221"
"132341.452887421","424.344","424.344","424.344"
"132356.454319434","431.835","431.835","431.835"
"132371.455817777","427.794","427.794","427.794"
"132386.454538772","421.754","421.754","421.754"
"132401.45494297","431.08","431.08","431.08"
"132416.452826701","428.806","428.806","428.806"
"132431.453464196","420.877","420.877","420.877"
"132446.454230132","435.356","435.356","435.356"
"132461.45467625","427.995","427.995","427.995"
"132476.453603832","430.271","430.271","430.271"
"132491.453347135","432.458","432.458","432.458"
"132506.45359351","428.504","428.504","428.504"
"132521.45326234","430.787","430.787","430.787"
"132536.453132242","434.186","434.186","434.186"
"132551.452920942","424.925","424.925","424.925"
"132566.453822914","428.521","428.521","428.521"
"132581.453789826","425.662","425.662","425.662"
"132596.453319451","430.524","430.524","430.524"
"132611.453001318","428.392","428.392","428.392"
"132626.453958376","423.801","423.801","423.801"
"132641.45406413","425.538","425.538","425.538"
"132656.453486332","428.223","428.223","428.223"
"132671.453530185","424.611","424.611","424.611"
"132686.453220816","432.054","432.054","432.054"
"132701.453401498","429.82","429.82","429.82"
"132716.453011392","419.769","419.769","419.769"
"132731.454395939","423.543","423.543","423.543"
"132746.453374141","428.274","428.274","428.274"
"132761.454152567","422.107","422.107","422.107"
"132776.453044897","430.676","430.676","430.676"
"132791.453893081","427.521","427.521","427.521"
"132806.453715994","424.025","424.025","424.025"
"132821.454968076","435.669","435.669","435.669"
"132836.453411508","428.348","428.348","428.348"
"132851.453009293","429.179","429.179","429.179"
"132866.453093487","430.433","430.433","430.433"
