#{"t_start": 1734416356.5535643, "env_id": "None"}
r,l,t
-7866.713037,1000,21700.015029
-19659.128159,1000,21724.268036
-21891.387115,1000,21749.328623
-127340.395214,1000,21774.441765
-34687.200285,1000,21798.882467
-36566.464631,1000,21929.823967
-12850.762711,1000,21954.869781
-54226.386642,1000,21979.281313
-4477.781381,1000,22004.735314
-772.548037,1000,22029.27711
-682.730522,1000,22055.368543
-5902.415523,1000,22081.307124
-28591.00891,1000,22107.663845
-10551.454496,1000,22132.253036
-17488.513057,1000,22156.868375
-24024.85612,1000,22285.824965
-29331.481989,1000,22311.873043
-17926.148632,1000,22336.334633
-12821.053472,1000,22361.053608
-1036.603288,1000,22386.179388
-22620.796091,1000,22410.566894
-1604.247944,1000,22435.578146
-8676.869876,1000,22459.555156
-10254.31967,1000,22484.594342
-44142.782999,1000,22508.913544
-5844.959851,1000,22641.557469
-12533.665153,1000,22667.437551
-17155.867689,1000,22692.46649
-661.68389,1000,22717.323078
-652.155732,1000,22743.295869
-4996.934586,1000,22767.463939
-2794.996808,1000,22793.358979
-1494.965207,1000,22818.256091
-24961.72106,1000,22842.747213
-900.802475,1000,22867.045958
-2457.090671,1000,22998.298443
-5488.222895,1000,23023.66171
-47651.954355,1000,23049.171534
-252725.195683,1000,23075.357247
-55862.002554,1000,23102.011858
-673.513316,1000,23128.719857
-9344.350665,1000,23154.248278
-7247.883493,1000,23180.246255
-10608.007413,1000,23206.226487
-7396.508613,1000,23231.483666
-2436.512877,1000,23367.298776
-984.797286,1000,23395.21196
-4505.169275,1000,23421.119199
-2114.52003,1000,23446.551504
-1397.084092,1000,23473.15733
-5946.409507,1000,23498.945233
-11353.552444,1000,23524.717249
-1866.589021,1000,23550.318735
-3866.18043,1000,23576.181905
-25910.925986,1000,23601.660391
-22282.620874,1000,23734.192091
-11187.601665,1000,23760.518007
-10521.486684,1000,23785.970388
-8523.573983,1000,23811.038754
-5506.624477,1000,23836.580716
-46790.343401,1000,23863.682343
-57828.164559,1000,23889.806234
-31664.052884,1000,23913.457817
-87749.789614,1000,23939.077861
-10129.067325,1000,23965.18508
-12567.766777,1000,24098.146849
-14854.24506,1000,24123.22599
-32971.405227,1000,24148.299861
-1370.163849,1000,24173.028925
-5492.116686,1000,24197.13921
-647.809997,1000,24222.877375
-50687.932548,1000,24247.716554
-5134.595101,1000,24272.551958
-875.071106,1000,24296.727422
-12686.48043,1000,24321.157506
-5806.265039,1000,24449.906533
-14059.491927,1000,24474.479018
-10868.500673,1000,24499.121299
-25604.467844,1000,24523.64301
-9870.339703,1000,24548.678185
-2004.815817,1000,24572.887992
-701.537654,1000,24597.646327
-9081.888788,1000,24622.463905
-6135.383816,1000,24646.911023
-8726.847188,1000,24671.426378
-16544.023714,1000,24802.281438
-42728.375703,1000,24827.216798
-670.704746,1000,24852.060309
-13011.106561,1000,24876.726497
-14766.742938,1000,24901.438444
-4198.898191,1000,24926.622627
-60234.080176,1000,24951.326486
-919.59927,1000,24977.245466
-1005.533846,1000,25002.636988
-18269.105979,1000,25027.401108
-3528.81371,1000,25157.738163
-11339.498976,1000,25181.659765
-612.144321,1000,25206.291288
-6406.11248,1000,25231.013449
-623.076613,1000,25256.351683
-9986.509136,1000,25278.579036
-723.089933,1000,25303.157691
-629.785391,1000,25327.871239
-26988.302835,1000,25351.901611
-5492.521788,1000,25377.398335
-2741.24374,1000,25505.010527
-24905.129331,1000,25529.604104
-791.840256,1000,25554.189077
-14771.109575,1000,25579.719556
-633.828753,1000,25605.405587
-650.074309,1000,25630.621307
-720.615748,1000,25656.407894
-31995.318443,1000,25681.321049
-837.504398,1000,25706.391425
-31087.569796,1000,25730.987659
-6787.148362,1000,25860.501034
-620.304267,1000,25885.588414
-3372.47712,1000,25910.111109
-21167.7331,1000,25935.151247
-5225.707661,1000,25959.154249
-1743.274293,1000,25983.944186
-1444.520557,1000,26009.535775
-3232.993039,1000,26034.072433
-21771.137199,1000,26058.246882
-32076.685582,1000,26083.382505
-4213.425192,1000,26209.513511
-4855.232031,1000,26233.939513
-3756.882017,1000,26258.838953
-11291.6296,1000,26283.17654
-10656.652252,1000,26308.118282
-1569.674585,1000,26333.061923
-18221.978263,1000,26357.227437
-14308.063601,1000,26381.687268
-775.041687,1000,26406.009409
-1583.919511,1000,26430.390633
-8340.246374,1000,26559.490096
-39675.079802,1000,26585.431002
-931.265768,1000,26610.173447
-599.566957,1000,26634.574674
-36241.346263,1000,26659.344534
-17003.286391,1000,26682.608296
-1760.554374,1000,26707.578035
-587.363835,1000,26732.207177
-585.711699,1000,26756.257237
-25438.627947,1000,26781.653121
-22670.507166,1000,26910.79741
-1029.723868,1000,26935.875166
-6701.559871,1000,26960.704103
-711.189783,1000,26985.323823
-607.803161,1000,27009.452734
-651.740562,1000,27033.823626
-783.383693,1000,27054.054551
-2376.320932,1000,27080.619755
-642.708719,1000,27106.923281
-632.554451,1000,27132.637631
-26600.296517,1000,27263.151612
-1137.775923,1000,27288.566966
-804.703573,1000,27313.739244
-665.952108,1000,27340.973295
-18890.793372,1000,27366.646537
-1234.677438,1000,27392.114693
-654.812244,1000,27419.883403
-38607.817996,1000,27445.930846
-652.570204,1000,27473.24747
-644.4204,1000,27500.757443
-659.3756,1000,27636.819999
-12140.422503,1000,27660.827844
-712.435709,1000,27687.896701
-740.815833,1000,27714.298702
-4493.014847,1000,27740.626244
-14663.105468,1000,27766.051902
-40407.963316,1000,27791.856753
-2789.298846,1000,27816.780453
-8176.876673,1000,27842.468024
-661.119509,1000,27869.803909
-646.442343,1000,28006.200458
-680.182358,1000,28032.237767
-21782.251401,1000,28057.36267
-727.253413,1000,28084.084152
-2192.778303,1000,28109.91295
-1175.426434,1000,28136.126891
-724.81092,1000,28162.213633
-656.738646,1000,28189.227669
-674.928825,1000,28216.791759
-661.74264,1000,28244.110028
-655.387641,1000,28378.367593
-653.243132,1000,28404.983703
-611.896988,1000,28430.335719
-9871.278899,1000,28456.182237
-36894.460128,1000,28482.149226
-13013.397449,1000,28507.420274
-8796.755749,1000,28533.185279
-4006.177029,1000,28558.536501
-694.801916,1000,28585.463461
-599.323398,1000,28610.938893
-13081.954994,1000,28744.026699
-8812.716702,1000,28769.646703
-53598.237564,1000,28794.957869
-1271.673913,1000,28822.077314
-664.562144,1000,28849.333191
-672.902063,1000,28877.9522
-761.486359,1000,28903.330272
-11041.913607,1000,28928.30022
-847.19571,1000,28953.909115
-1540.597278,1000,28979.42788
-12691.092831,1000,29112.186494
-1468.338472,1000,29137.827056
-2920.108342,1000,29163.284718
-1506.232009,1000,29189.8325
